IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
140.238.54.166,2096,2096,true,NRT,Asia Pacific,Tokyo,86,10.66
138.2.7.72,80,80,false,NRT,Asia Pacific,Tokyo,99,10.65
168.138.202.145,2086,2086,false,NRT,Asia Pacific,Tokyo,105,10.64
138.2.8.232,2096,2096,true,NRT,Asia Pacific,Tokyo,113,10.64
140.238.46.138,2095,2095,false,NRT,Asia Pacific,Tokyo,98,10.64
144.21.49.75,443,443,true,FRA,Europe,Frankfurt,258,10.64
129.146.46.164,443,443,true,LAX,North America,Los Angeles,186,10.63
168.138.206.109,2052,2052,false,NRT,Asia Pacific,Tokyo,102,10.63
140.238.50.32,2095,2095,false,NRT,Asia Pacific,Tokyo,102,10.62
141.144.226.51,443,443,true,FRA,Europe,Frankfurt,180,10.61
150.230.116.125,443,443,true,FRA,Europe,Frankfurt,160,10.61
193.123.59.173,443,443,true,FRA,Europe,Frankfurt,185,10.60
141.147.181.148,2083,2083,true,NRT,Asia Pacific,Tokyo,82,10.60
141.147.186.210,2053,2053,true,NRT,Asia Pacific,Tokyo,152,10.60
151.145.69.174,2086,2086,false,NRT,Asia Pacific,Tokyo,78,10.59
141.147.160.221,80,80,false,NRT,Asia Pacific,Tokyo,103,10.59
152.70.168.172,443,443,true,FRA,Europe,Frankfurt,189,10.58
138.2.9.66,2083,2083,true,NRT,Asia Pacific,Tokyo,107,10.57
140.238.51.184,2053,2053,true,NRT,Asia Pacific,Tokyo,107,10.57
141.147.162.204,2086,2086,false,NRT,Asia Pacific,Tokyo,106,10.56
138.2.14.209,2083,2083,true,NRT,Asia Pacific,Tokyo,102,10.56
168.138.208.164,2082,2082,false,NRT,Asia Pacific,Tokyo,92,10.56
144.24.85.158,443,443,true,ICN,Asia Pacific,Seoul,71,10.55
141.147.182.70,2052,2052,false,NRT,Asia Pacific,Tokyo,99,10.54
141.147.166.189,8880,8880,false,NRT,Asia Pacific,Tokyo,78,10.54
152.69.215.14,2087,2087,true,SIN,Asia Pacific,Singapore,203,10.53
138.2.11.179,2083,2083,true,NRT,Asia Pacific,Tokyo,111,10.53
141.147.97.229,443,443,true,FRA,Europe,Frankfurt,186,10.52
140.238.54.149,2087,2087,true,NRT,Asia Pacific,Tokyo,112,10.51
140.238.33.94,2087,2087,true,NRT,Asia Pacific,Tokyo,115,10.49
168.138.184.64,2087,2087,true,SIN,Asia Pacific,Singapore,247,10.49
168.138.197.222,2087,2087,true,NRT,Asia Pacific,Tokyo,108,10.49
141.147.174.7,2095,2095,false,NRT,Asia Pacific,Tokyo,99,10.48
168.138.208.17,2096,2096,true,NRT,Asia Pacific,Tokyo,108,10.48
141.144.197.58,443,443,true,FRA,Europe,Frankfurt,174,10.48
151.145.69.174,2095,2095,false,NRT,Asia Pacific,Tokyo,86,10.48
168.138.195.31,2052,2052,false,NRT,Asia Pacific,Tokyo,109,10.47
168.138.200.159,2083,2083,true,NRT,Asia Pacific,Tokyo,92,10.46
168.138.200.159,8080,8080,false,NRT,Asia Pacific,Tokyo,93,10.45
141.147.166.189,2083,2083,true,NRT,Asia Pacific,Tokyo,103,10.44
152.70.50.177,443,443,true,FRA,Europe,Frankfurt,173,10.44
140.238.32.184,2082,2082,false,NRT,Asia Pacific,Tokyo,100,10.42
158.101.131.218,2087,2087,true,NRT,Asia Pacific,Tokyo,107,10.42
168.138.198.53,8443,8443,true,NRT,Asia Pacific,Tokyo,105,10.42
138.2.19.122,8080,8080,false,NRT,Asia Pacific,Tokyo,78,10.41
141.147.73.62,443,443,true,FRA,Europe,Frankfurt,184,10.41
140.238.60.177,2053,2053,true,NRT,Asia Pacific,Tokyo,98,10.41
168.138.206.109,2086,2086,false,NRT,Asia Pacific,Tokyo,86,10.40
150.230.221.114,2086,2086,false,NRT,Asia Pacific,Tokyo,100,10.39
158.101.155.246,8443,8443,true,NRT,Asia Pacific,Tokyo,107,10.38
150.230.221.219,8443,8443,true,NRT,Asia Pacific,Tokyo,114,10.38
158.101.155.115,2086,2086,false,NRT,Asia Pacific,Tokyo,78,10.37
168.138.198.53,2082,2082,false,NRT,Asia Pacific,Tokyo,99,10.37
158.101.149.52,80,80,false,NRT,Asia Pacific,Tokyo,79,10.36
140.238.50.32,80,80,false,NRT,Asia Pacific,Tokyo,89,10.34
150.230.208.113,2082,2082,false,NRT,Asia Pacific,Tokyo,102,10.33
150.230.146.246,443,443,true,FRA,Europe,Frankfurt,192,10.32
158.101.155.158,2095,2095,false,NRT,Asia Pacific,Tokyo,105,10.32
193.123.32.179,443,443,true,CDG,Europe,Paris,221,10.31
138.2.11.179,2086,2086,false,NRT,Asia Pacific,Tokyo,103,10.31
158.101.155.158,2096,2096,true,NRT,Asia Pacific,Tokyo,102,10.29
158.101.133.129,2086,2086,false,NRT,Asia Pacific,Tokyo,99,10.29
158.101.155.246,2086,2086,false,NRT,Asia Pacific,Tokyo,109,10.29
138.2.14.209,2052,2052,false,NRT,Asia Pacific,Tokyo,105,10.28
158.101.149.122,2095,2095,false,NRT,Asia Pacific,Tokyo,108,10.28
141.147.91.83,443,443,true,CDG,Europe,Paris,195,10.27
141.147.167.40,8443,8443,true,NRT,Asia Pacific,Tokyo,104,10.27
158.101.145.246,2082,2082,false,NRT,Asia Pacific,Tokyo,101,10.26
141.147.191.132,2095,2095,false,NRT,Asia Pacific,Tokyo,99,10.25
152.69.215.14,2052,2052,false,SIN,Asia Pacific,Singapore,223,10.25
158.101.140.255,2096,2096,true,NRT,Asia Pacific,Tokyo,100,10.25
168.138.212.40,2083,2083,true,NRT,Asia Pacific,Tokyo,82,10.24
158.101.149.81,80,80,false,NRT,Asia Pacific,Tokyo,107,10.24
140.238.50.32,8443,8443,true,NRT,Asia Pacific,Tokyo,108,10.21
89.168.102.22,443,443,true,CDG,Europe,Paris,167,10.21
138.2.14.209,2053,2053,true,NRT,Asia Pacific,Tokyo,109,10.21
138.2.19.122,2096,2096,true,NRT,Asia Pacific,Tokyo,101,10.20
158.101.155.246,8880,8880,false,NRT,Asia Pacific,Tokyo,99,10.20
158.180.13.188,443,443,true,EWR,North America,Newark,194,10.20
140.238.46.138,80,80,false,NRT,Asia Pacific,Tokyo,102,10.19
130.162.48.61,443,443,true,EWR,North America,Newark,183,10.19
168.138.209.244,8080,8080,false,NRT,Asia Pacific,Tokyo,76,10.18
138.2.10.251,2096,2096,true,NRT,Asia Pacific,Tokyo,130,10.18
158.101.143.49,8880,8880,false,NRT,Asia Pacific,Tokyo,99,10.17
193.123.62.149,443,443,true,FRA,Europe,Frankfurt,248,10.15
150.230.208.83,8080,8080,false,NRT,Asia Pacific,Tokyo,109,10.15
140.238.54.166,8880,8880,false,NRT,Asia Pacific,Tokyo,118,10.15
168.138.202.145,2082,2082,false,NRT,Asia Pacific,Tokyo,162,10.15
158.101.133.129,2087,2087,true,NRT,Asia Pacific,Tokyo,112,10.14
150.230.222.185,2087,2087,true,NRT,Asia Pacific,Tokyo,101,10.14
168.138.200.155,80,80,false,NRT,Asia Pacific,Tokyo,102,10.13
141.147.98.181,443,443,true,AMS,Europe,Amsterdam,187,10.13
138.2.8.232,8880,8880,false,NRT,Asia Pacific,Tokyo,101,10.12
140.238.36.216,2087,2087,true,NRT,Asia Pacific,Tokyo,94,10.12
140.238.58.200,443,443,true,NRT,Asia Pacific,Tokyo,150,10.12
152.70.168.210,443,443,true,FRA,Europe,Frankfurt,182,10.11
141.147.174.190,2086,2086,false,NRT,Asia Pacific,Tokyo,75,10.11
168.138.205.38,8443,0,true,NRT,Asia Pacific,Tokyo,107,10.10
158.101.137.74,2082,2082,false,NRT,Asia Pacific,Tokyo,99,10.10
138.2.19.122,80,80,false,NRT,Asia Pacific,Tokyo,98,10.08
168.138.209.244,8443,8443,true,NRT,Asia Pacific,Tokyo,110,10.08
140.238.41.253,2087,2087,true,NRT,Asia Pacific,Tokyo,98,10.08
144.21.57.74,443,443,true,EWR,North America,Newark,173,10.06
140.238.60.71,2095,2095,false,NRT,Asia Pacific,Tokyo,75,10.06
158.101.140.255,2087,2087,true,NRT,Asia Pacific,Tokyo,98,10.06
152.70.52.215,443,443,true,AMS,Europe,Amsterdam,178,10.05
158.101.158.251,2082,2082,false,NRT,Asia Pacific,Tokyo,78,10.04
150.230.145.115,443,443,true,CDG,Europe,Paris,191,10.03
140.238.32.238,2095,2095,false,NRT,Asia Pacific,Tokyo,77,10.02
140.238.62.12,8080,8080,false,NRT,Asia Pacific,Tokyo,121,10.02
130.162.37.144,443,443,true,FRA,Europe,Frankfurt,187,10.01
141.147.162.204,80,80,false,NRT,Asia Pacific,Tokyo,81,10.00
150.230.216.117,8880,8880,false,NRT,Asia Pacific,Tokyo,100,10.00
141.147.179.64,8080,8080,false,NRT,Asia Pacific,Tokyo,78,9.99
158.101.149.52,2086,2086,false,NRT,Asia Pacific,Tokyo,101,9.98
141.145.199.188,443,443,true,CDG,Europe,Paris,171,9.98
144.21.50.212,443,443,true,FRA,Europe,Frankfurt,247,9.96
158.101.155.158,2087,2087,true,NRT,Asia Pacific,Tokyo,108,9.96
168.138.192.185,8880,8880,false,NRT,Asia Pacific,Tokyo,87,9.96
138.2.20.48,8443,8443,true,NRT,Asia Pacific,Tokyo,111,9.94
144.21.37.125,443,443,true,EWR,North America,Newark,195,9.94
158.101.136.239,2082,2082,false,NRT,Asia Pacific,Tokyo,101,9.93
168.138.192.185,8080,8080,false,NRT,Asia Pacific,Tokyo,98,9.93
141.147.106.36,443,443,true,FRA,Europe,Frankfurt,226,9.92
151.145.65.203,8880,8880,false,NRT,Asia Pacific,Tokyo,77,9.91
140.238.54.149,2082,2082,false,NRT,Asia Pacific,Tokyo,107,9.91
141.148.235.165,443,443,true,FRA,Europe,Frankfurt,194,9.91
158.101.155.115,2095,2095,false,NRT,Asia Pacific,Tokyo,104,9.90
140.238.54.164,2087,2087,true,NRT,Asia Pacific,Tokyo,108,9.90
138.2.20.230,2087,2087,true,NRT,Asia Pacific,Tokyo,80,9.90
158.180.61.170,443,443,true,CDG,Europe,Paris,176,9.89
140.238.54.164,8080,8080,false,NRT,Asia Pacific,Tokyo,113,9.88
152.67.143.111,443,443,true,AMS,Europe,Amsterdam,186,9.88
140.238.54.182,2053,2053,true,NRT,Asia Pacific,Tokyo,115,9.87
158.101.150.74,2095,2095,false,NRT,Asia Pacific,Tokyo,96,9.87
141.147.183.96,2083,2083,true,NRT,Asia Pacific,Tokyo,101,9.87
143.47.184.177,443,443,true,FRA,Europe,Frankfurt,176,9.86
140.238.54.184,8880,8880,false,NRT,Asia Pacific,Tokyo,110,9.85
168.138.198.202,8443,8443,true,NRT,Asia Pacific,Tokyo,107,9.85
151.145.71.40,8080,8080,false,NRT,Asia Pacific,Tokyo,98,9.85
151.145.74.56,2095,2095,false,NRT,Asia Pacific,Tokyo,99,9.84
168.138.205.38,2082,2082,false,NRT,Asia Pacific,Tokyo,112,9.84
129.150.63.96,2086,2086,false,SIN,Asia Pacific,Singapore,413,9.84
158.101.145.246,2087,2087,true,NRT,Asia Pacific,Tokyo,113,9.84
151.145.71.127,80,80,false,NRT,Asia Pacific,Tokyo,108,9.84
144.21.39.225,443,443,true,CDG,Europe,Paris,174,9.84
138.2.13.200,2082,2082,false,NRT,Asia Pacific,Tokyo,105,9.83
138.2.14.164,80,80,false,NRT,Asia Pacific,Tokyo,75,9.83
158.101.145.246,80,80,false,NRT,Asia Pacific,Tokyo,102,9.82
141.147.93.240,443,443,true,FRA,Europe,Frankfurt,199,9.82
158.101.158.238,2082,2082,false,NRT,Asia Pacific,Tokyo,101,9.82
150.230.219.168,2082,2082,false,NRT,Asia Pacific,Tokyo,110,9.81
150.230.220.232,2083,2083,true,NRT,Asia Pacific,Tokyo,111,9.81
141.147.174.190,8443,8443,true,NRT,Asia Pacific,Tokyo,102,9.80
168.138.206.68,2053,2053,true,NRT,Asia Pacific,Tokyo,103,9.79
140.238.60.177,2083,2083,true,NRT,Asia Pacific,Tokyo,100,9.79
143.47.177.188,443,443,true,EWR,North America,Newark,170,9.76
140.238.48.97,2095,2095,false,NRT,Asia Pacific,Tokyo,101,9.75
158.101.137.96,8080,8080,false,NRT,Asia Pacific,Tokyo,78,9.75
141.147.181.148,2087,2087,true,NRT,Asia Pacific,Tokyo,97,9.74
138.2.19.122,2082,2082,false,NRT,Asia Pacific,Tokyo,99,9.74
158.101.148.221,2087,2087,true,HKG,Asia Pacific,Hong Kong,151,9.74
168.138.206.68,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.72
140.238.36.216,2053,2053,true,NRT,Asia Pacific,Tokyo,110,9.71
141.147.191.132,2052,2052,false,NRT,Asia Pacific,Tokyo,101,9.71
140.238.62.12,2095,2095,false,NRT,Asia Pacific,Tokyo,98,9.70
138.2.19.122,8443,8443,true,NRT,Asia Pacific,Tokyo,146,9.70
144.21.39.224,443,443,true,IAD,North America,Ashburn,174,9.69
132.226.197.85,443,443,true,FRA,Europe,Frankfurt,220,9.69
168.138.194.121,2083,2083,true,NRT,Asia Pacific,Tokyo,110,9.69
151.145.74.56,2052,2052,false,NRT,Asia Pacific,Tokyo,113,9.68
140.238.40.136,8443,8443,true,NRT,Asia Pacific,Tokyo,107,9.68
141.147.174.7,2052,2052,false,NRT,Asia Pacific,Tokyo,100,9.67
138.2.10.251,2086,2086,false,NRT,Asia Pacific,Tokyo,100,9.66
168.138.206.236,8880,8880,false,NRT,Asia Pacific,Tokyo,101,9.65
141.147.164.153,8443,8443,true,NRT,Asia Pacific,Tokyo,171,9.64
140.238.40.136,2083,2083,true,NRT,Asia Pacific,Tokyo,102,9.63
141.147.164.54,2087,2087,true,NRT,Asia Pacific,Tokyo,80,9.63
158.180.13.200,443,443,true,EWR,North America,Newark,169,9.63
158.101.159.212,2086,2086,false,NRT,Asia Pacific,Tokyo,98,9.61
168.138.198.53,2086,2086,false,NRT,Asia Pacific,Tokyo,115,9.61
150.230.219.83,2052,2052,false,NRT,Asia Pacific,Tokyo,99,9.60
141.147.164.54,2086,2086,false,NRT,Asia Pacific,Tokyo,78,9.60
140.238.35.195,2053,2053,true,NRT,Asia Pacific,Tokyo,94,9.60
141.147.106.241,443,443,true,EWR,North America,Newark,197,9.59
140.238.51.89,8443,8443,true,NRT,Asia Pacific,Tokyo,102,9.58
140.238.35.78,2083,2083,true,NRT,Asia Pacific,Tokyo,106,9.58
150.230.219.168,2052,2052,false,NRT,Asia Pacific,Tokyo,79,9.58
129.146.186.4,443,443,true,LAX,North America,Los Angeles,177,9.57
168.138.209.244,80,80,false,NRT,Asia Pacific,Tokyo,99,9.55
141.148.228.245,443,0,true,IAD,North America,Ashburn,178,9.55
141.145.206.16,8443,443,true,CDG,Europe,Paris,182,9.55
138.2.9.66,2052,2052,false,NRT,Asia Pacific,Tokyo,100,9.54
130.61.12.99,443,443,true,CDG,Europe,Paris,188,9.53
158.101.158.238,2096,2096,true,NRT,Asia Pacific,Tokyo,116,9.53
152.67.129.89,443,443,true,FRA,Europe,Frankfurt,194,9.53
168.138.209.84,2087,2087,true,NRT,Asia Pacific,Tokyo,103,9.53
141.147.106.7,443,443,true,FRA,Europe,Frankfurt,176,9.52
141.147.164.54,8080,8080,false,NRT,Asia Pacific,Tokyo,106,9.52
140.238.41.167,80,80,false,NRT,Asia Pacific,Tokyo,106,9.51
143.47.253.199,443,443,true,FRA,Europe,Frankfurt,194,9.51
140.238.39.87,2082,2082,false,NRT,Asia Pacific,Tokyo,112,9.51
150.230.219.83,2087,2087,true,NRT,Asia Pacific,Tokyo,117,9.50
158.101.150.74,2087,2087,true,NRT,Asia Pacific,Tokyo,101,9.49
158.101.136.239,2087,2087,true,NRT,Asia Pacific,Tokyo,115,9.48
141.147.167.44,8080,8080,false,NRT,Asia Pacific,Tokyo,105,9.47
141.147.179.64,2052,2052,false,NRT,Asia Pacific,Tokyo,103,9.46
143.47.189.91,443,443,true,FRA,Europe,Frankfurt,171,9.45
140.238.54.184,8443,8443,true,NRT,Asia Pacific,Tokyo,79,9.44
168.138.206.236,8443,8443,true,NRT,Asia Pacific,Tokyo,99,9.44
168.138.196.237,2052,2052,false,NRT,Asia Pacific,Tokyo,86,9.43
144.21.40.78,443,443,true,CDG,Europe,Paris,184,9.42
168.138.202.145,2052,2052,false,NRT,Asia Pacific,Tokyo,113,9.42
141.147.81.18,443,443,true,FRA,Europe,Frankfurt,188,9.42
158.101.159.212,2052,2052,false,NRT,Asia Pacific,Tokyo,78,9.41
141.147.175.230,8443,8443,true,NRT,Asia Pacific,Tokyo,113,9.40
143.47.253.162,443,443,true,FRA,Europe,Frankfurt,172,9.40
168.138.202.145,8080,8080,false,NRT,Asia Pacific,Tokyo,100,9.39
150.230.120.81,443,443,true,FRA,Europe,Frankfurt,247,9.39
150.230.220.232,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.38
141.148.230.43,443,0,true,FRA,Europe,Frankfurt,247,9.38
158.101.137.96,2095,2095,false,NRT,Asia Pacific,Tokyo,107,9.37
141.147.75.252,443,443,true,FRA,Europe,Frankfurt,177,9.37
140.238.33.94,8080,8080,false,NRT,Asia Pacific,Tokyo,121,9.36
138.2.25.122,2052,2052,false,NRT,Asia Pacific,Tokyo,89,9.36
158.101.149.81,2095,2095,false,NRT,Asia Pacific,Tokyo,77,9.35
141.147.164.54,2096,2096,true,NRT,Asia Pacific,Tokyo,106,9.35
158.101.147.4,8080,8080,false,NRT,Asia Pacific,Tokyo,101,9.34
168.138.205.195,2096,2096,true,NRT,Asia Pacific,Tokyo,143,9.32
